"ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"P0404",14,"15:10:35",4,-0.5,0,3.5,1.03,18,5
"P0188",2,"15:10:02",4.1,-0.1,0,4,1.03,18,1
"P0404",15,"15:10:46",3.5,-0.5,1,4,1.03,18,5
"P1186",2,"15:10:49",3.9,-0.1,0.2,4,1.03,18,1
"P0605",2,"15:11:07",3.9,-0.2,0,3.7,1.03,18,2
"P0595",1,"15:11:08",4,-0.1,0,3.9,1.03,18,1
"P1117",1,"15:11:16",4,-1,2,5,1.03,18,1
"P0262",2,"15:11:20",2.8,-2,2,2.8,9.53,18,2
"P0595",2,"15:11:21",3.9,-0.1,0,3.8,1.03,18,1
"P0595",3,"15:11:33",3.8,-0.1,0.2,3.9,1.03,18,1
"P0318",6,"15:11:41",5.3,-1,2,6.3,1.03,18,1
"P0595",4,"15:11:47",3.9,-0.1,0.2,4,1.03,18,1
"P0188",3,"15:11:08",4,-0.1,0.2,4.1,1.03,18,1
"P0595",5,"15:12:02",4,-0.1,0,3.9,1.03,18,1
"P0859",1,"15:12:10",4,-2,0,2,35.03,1,2
"P0899",2,"15:12:11",4.1,-0.2,0,3.9,0.53,24,2
"P0595",6,"15:12:16",3.9,-0.1,0,3.8,1.03,18,1
"P1117",2,"15:12:21",5,-1,0,4,1.03,18,1
"P0899",3,"15:12:24",3.9,-0.1,0,3.8,1.03,18,1
"P1186",3,"15:12:27",4,-0.2,0.4,4.2,1.03,18,1
"P0595",7,"15:12:28",3.8,-0.1,0,3.7,1.03,18,1
"P0899",4,"15:12:36",3.8,-0.2,0.4,4,1.03,18,2
"P0595",8,"15:12:41",3.7,-0.1,0.2,3.8,1.03,18,1
"P0899",5,"15:12:51",4,-0.2,0.4,4.2,1.03,18,2
"P0188",4,"15:12:16",4.1,-0.1,0,4,1.03,18,1
"P0595",9,"15:13:02",3.8,-0.1,0,3.7,1.03,18,1
"P0859",2,"15:13:24",2,-2,72,72,35.03,1,2
"P0899",6,"15:13:29",4.2,-0.1,0,4.1,1.03,18,1
"P0318",7,"15:13:31",6.3,-1,0,5.3,1.03,18,1
"P0899",7,"15:13:40",4.1,-0.2,0.4,4.3,1.03,18,2
"P0899",8,"15:13:58",4.3,-0.2,0.3,4.4,0.53,24,2
"P1186",4,"15:13:58",4.2,-0.5,0,3.7,1.03,18,1
"P0899",9,"15:14:10",4.4,-0.1,0.2,4.5,1.03,18,1
"P0899",10,"15:14:21",4.5,-0.1,0,4.4,1.03,18,1
"P0899",11,"15:14:32",4.4,-0.1,0.3,4.6,2.03,12,1
"P0318",8,"15:14:35",5.3,-1,2,6.3,1.03,18,1
"P0899",12,"15:14:44",4.6,-0.1,0.2,4.7,1.03,18,1
"P0899",13,"15:14:56",4.7,-0.2,0,4.5,1.03,18,2
"P0006",1,"15:14:58",4,-2,4,6,1.03,18,2
"P0899",14,"15:15:09",4.5,-0.2,0.3,4.6,0.53,24,2
"P0899",15,"15:15:19",4.6,-0.1,0,4.5,1.03,18,1
"P0006",2,"15:15:21",6,-2,4,8,1.03,18,2
"P0899",16,"15:15:31",4.5,-0.2,0,4.3,0.53,24,2
"P0899",17,"15:15:43",4.3,-0.2,0,4.1,1.03,18,2
"P0899",18,"15:15:53",4.1,-0.2,0.4,4.3,1.03,18,2
"P0899",19,"15:16:03",4.3,-0.3,0.6,4.6,1.03,18,3
"P0006",3,"15:16:12",8,-2,0,6,0.78,24,2
"P0899",20,"15:16:15",4.6,-0.1,0,4.5,1.03,18,1
"P0899",21,"15:16:25",4.5,-0.1,0,4.4,1.03,18,1
"P0006",4,"15:16:34",6,-2,0,4,1.03,18,2
"P0899",22,"15:16:38",4.4,-0.2,0.3,4.5,0.53,24,2
"P0006",5,"15:16:48",4,-2,0,2,1.03,18,2
"P0899",23,"15:16:49",4.5,-0.2,0.3,4.6,0.53,24,2
"P0006",6,"15:17:01",2,-1,0,1,1.03,18,1
"P0899",24,"15:17:08",4.6,-0.2,0,4.4,0.53,24,2
"P0006",7,"15:17:12",1,-1,0,0,1.03,18,1
"P0899",25,"15:17:19",4.4,-0.2,0,4.2,1.03,18,2
"P0899",26,"15:17:36",4.2,-0.4,0.6,4.4,0.53,24,4
"P0899",27,"15:17:47",4.4,-0.4,0.6,4.6,0.53,24,4
"P0899",28,"15:18:05",4.6,-0.4,0.6,4.8,0.53,24,4
"P0899",29,"15:18:19",4.8,-0.4,0.6,5,0.53,24,4
"P0255",1,"15:18:29",4,-0.1,0.2,4.1,1.03,18,1
"P0899",30,"15:19:19",5,-0.2,0,4.8,0.53,24,2
"P0899",31,"15:19:31",4.8,-0.4,0.6,5,0.53,24,4
"P0899",32,"15:19:46",5,-0.2,0,4.8,0.53,24,2
"P0899",33,"15:20:23",4.8,-0.4,0.6,5,0.53,24,4
"P0899",34,"15:20:34",5,-0.2,0.3,5.1,0.53,24,2
"P0899",35,"15:20:57",5.1,-0.2,0.3,5.2,0.53,24,2
"P0268",1,"15:21:03",4,-0.5,0,3.5,1.03,18,5
"P0899",36,"15:21:13",5.2,-0.2,0.3,5.3,0.53,24,2
"P0268",2,"15:21:22",3.5,-1.5,3,5,1.03,18,3
"P0899",37,"15:21:24",5.3,-0.1,0,5.2,1.03,18,1
"P0899",38,"15:21:36",5.2,-0.2,0,5,0.53,24,2
"P0899",39,"15:21:48",5,-0.2,0,4.8,1.03,18,2
"P0899",40,"15:22:07",4.8,-0.7,0,4.1,0.5,26,7
"P0899",41,"15:22:18",4.1,-0.3,0.6,4.4,1.03,18,3
"P0899",42,"15:22:29",4.4,-0.2,0,4.2,1.03,18,2
"P0899",43,"15:22:42",4.2,-0.6,0,3.6,0.53,24,6
"P0899",44,"15:22:57",3.6,-0.8,0,2.8,0.53,24,8
"P0899",45,"15:23:33",2.8,-0.8,0,2,0.53,24,8
"P0899",46,"15:23:51",2,-0.6,0,1.4,0.53,24,6
"P0899",47,"15:24:09",1.4,-0.3,0,1.1,1.03,18,3
"P0899",48,"15:24:26",1.1,-1,0,0.1,0.53,24,10
"P0899",49,"15:24:37",0.1,-0.1,0,0,35.03,1,1
"P0518",1,"15:34:40",4,-1,3.6,6.6,4.79,7,7
"P0559",1,"15:35:07",4,-1.5,0,2.5,3.8,25,15
"P0518",2,"15:35:12",6.6,-1.6,0,5,2.96,10,10
"P1038",1,"15:36:09",4,-1,0,3,1.03,18,1
"P1080",1,"15:36:18",4,-0.5,0,3.5,2.03,12,5
"P1080",2,"15:36:33",3.5,-0.4,0.8,3.9,1.03,18,4
"P1080",3,"15:36:48",3.9,-0.3,0,3.6,2.03,12,3
"P0906",1,"15:37:11",4,-1,0,3,1.03,18,1
"P1038",2,"15:37:34",3,-0.5,1,3.5,1.03,18,1
"P0132",1,"15:37:31",4,-2,4,6,1.03,18,2
"P0815",1,"15:37:48",4,-0.3,0,3.7,8.03,13,3
"P0132",2,"15:37:52",6,-1,0,5,1.03,18,1
"P0947",1,"15:41:09",4,-2,0,2,0.83,20,20
"P0698",1,"15:41:31",4,-2,4,6,1.03,18,2
"P0698",2,"15:41:46",6,-1,0,5,1.03,18,1
"P1045",1,"15:44:51",4,-2,0,2,1.03,18,2
"P0975",1,"15:44:57",4,-0.1,0,3.9,1.03,18,1
"P0975",2,"15:45:07",3.9,-0.4,0,3.5,1.03,18,4
"P0760",1,"15:45:16",4,-2,0,2,1.03,18,20
"P0975",3,"15:45:24",3.5,-1,2,4.5,1.03,18,10
"P0975",4,"15:45:35",4.5,-0.1,0.2,4.6,1.03,18,1
"P0758",1,"15:45:39",4,-0.5,0,3.5,1.03,18,1
"P0975",5,"15:45:45",4.6,-0.2,0,4.4,1.03,18,2
"P0760",2,"15:45:44",2,-2,0,0,1.03,18,20
"P0975",6,"15:45:55",4.4,-0.2,0,4.2,1.03,18,2
"P1045",2,"15:45:57",2,-2,0,0,1.03,18,2
"P0975",7,"15:46:05",4.2,-0.2,0.4,4.4,1.03,18,2
"P0758",2,"15:46:47",3.5,-0.5,1,4,1.03,18,1
"P0213",1,"15:47:16",4,-0.2,0.2,4,0.03,36,2
"P0213",2,"15:47:26",4,-0.2,0.2,4,0.03,36,2
"P0252",1,"15:47:31",4,-1,0,3,17.03,2,2
"P0213",3,"15:47:37",4,-0.2,0.2,4,0.03,36,2
"P0213",4,"15:47:47",4,-0.2,0.2,4,0.03,36,2
"P0171",1,"15:47:56",4,-2,3.6,5.6,1.37,17,10
"P0213",5,"15:47:57",4,-0.2,0.2,4,0.03,36,2
"P0299",1,"15:48:07",4,-0.6,0.4,3.8,0.14,36,3
"P0213",6,"15:48:07",4,-0.2,0.2,4,0.03,36,2
"P0299",2,"15:48:20",3.8,-0.4,0,3.4,1.03,18,2
"P0213",7,"15:48:24",4,-2,0,2,1.03,18,2
"P0299",3,"15:48:30",3.4,-0.8,1.6,4.2,1.03,18,4
"P0213",8,"15:48:35",2,-2,4,4,1.03,18,2
"P0048",1,"15:48:37",4,-0.5,1,4.5,1.03,18,5
"P0299",4,"15:48:43",4.2,-0.6,0,3.6,1.03,18,3
"P0213",9,"15:48:46",4,-0.2,0.2,4,0.03,36,2
"P0299",5,"15:48:55",3.6,-1.2,0,2.4,1.03,18,6
"P0213",10,"15:48:55",4,-0.2,0.2,4,0.03,36,2
"P0213",11,"15:49:05",4,-0.2,0.2,4,0.03,36,2
"P0321",1,"15:49:07",4,-0.6,0.6,4,3.69,25,3
"P0299",6,"15:49:09",2.4,-1.4,0,1,1.03,18,7
"P0213",12,"15:49:15",4,-0.2,0,3.8,0.03,36,2
"P0299",7,"15:49:25",1,-1,0,0,1.03,18,5
"P0213",13,"15:49:25",3.8,-0.2,0.2,3.8,0.03,36,2
"P0213",14,"15:49:35",3.8,-0.2,0.2,3.8,0.03,36,2
"P1057",1,"15:49:37",4,-0.2,0.4,4.2,1.03,18,1
"P0674",1,"15:49:38",4,-0.6,0,3.4,3.03,10,3
"P1127",1,"15:49:45",4,-0.1,0.2,4.1,1.03,18,1
"P0213",15,"15:49:45",3.8,-0.2,0.2,3.8,0.03,36,2
"P0502",1,"15:49:51",4,-1,0,3,2.63,10,10
"P0422",1,"15:49:50",4,-1.9,3.4,5.5,0.28,36,4
"P0213",16,"15:49:55",3.8,-0.2,0.2,3.8,0.03,36,2
"P0213",17,"15:50:05",3.8,-0.2,0.2,3.8,0.03,36,2
"P0213",18,"15:50:15",3.8,-0.2,0.2,3.8,0.03,36,2
"P0321",2,"15:50:15",4,-0.4,0,3.6,8.78,13,2
"P0213",19,"15:50:25",3.8,-0.2,0.2,3.8,0.03,36,2
"P0274",1,"15:50:36",4,-1,0,3,1.03,18,1
"P0501",1,"15:50:42",4,-0.5,0,3.5,2.19,23,5
"P0213",20,"15:50:42",3.8,-0.2,0,3.6,1.03,18,2
"P0674",2,"15:50:42",3.4,-0.4,0,3,2.03,16,2
"P0274",2,"15:50:51",3,-1,2,4,1.03,18,1
"P0213",21,"15:50:53",3.6,-0.4,0,3.2,1.03,18,4
"P0422",2,"15:50:58",5.5,-1.6,1.2,5.1,1.01,32,4
"P0213",22,"15:51:06",3.2,-0.8,1.6,4,1.03,18,4
"P0533",1,"15:51:06",4,-1,1,4,0.58,26,2
"P0274",3,"15:51:13",4,-2,2,4,0.58,26,2
"P0213",23,"15:51:17",4,-0.2,0.2,4,0.03,36,2
"P0321",3,"15:51:25",3.6,-0.6,0,3,4.11,17,6
"P0213",24,"15:51:27",4,-0.2,0.2,4,0.03,36,2
"P0213",25,"15:51:39",4,-0.2,0.2,4,0.03,36,2
"P0274",4,"15:51:47",4,-2,4,6,0.47,28,2
"P0213",26,"15:51:50",4,-1,0,3,1.03,18,1
"P0213",27,"15:52:09",3,-2,4,5,1.03,18,2
"P0533",2,"15:52:10",4,-1,1,4,0.78,24,2
"P0274",5,"15:52:13",6,-2,2,6,0.47,28,2
"P0274",6,"15:52:33",6,-2,4,8,1.03,18,2
"P0756",1,"15:52:38",4,-1,0,3,2.03,12,1
"P0274",7,"15:53:01",8,-2,2,8,0.47,28,2
"P0533",3,"15:53:23",4,-0.7,0,3.3,0.7,24,2
"P0274",8,"15:53:45",8,-2,0,6,1.03,18,2
"P0274",9,"15:54:00",6,-2,0,4,1.03,18,2
"P0274",10,"15:54:11",4,-2,0,2,1.03,18,2
"P0408",1,"15:54:18",4,-1,2,5,1.03,18,1
"P0408",2,"15:54:28",5,-1,2,6,1.03,18,1
"P0274",11,"15:54:28",2,-2,0,0,1.03,18,2
"P0533",4,"15:54:32",3.3,-0.7,0,2.6,0.7,24,2
"P0024",1,"15:54:34",4,-1.5,0,2.5,1.35,16,15
"P0408",3,"15:54:38",6,-1,0,5,1.03,18,1
"P0533",5,"15:55:35",2.6,-0.4,0.4,2.6,0.78,24,2
"P1116",1,"15:56:06",4,-1,1,4,0.03,36,2
"P0533",6,"15:56:44",2.6,-0.2,0,2.4,1.03,18,1
"P1116",2,"15:57:10",4,-1,1,4,0.03,36,2
"P0533",7,"15:58:01",2.4,-0.2,0.4,2.6,1.03,18,1
"P1116",3,"15:58:21",4,-1,0,3,0.03,36,2
"P0533",8,"15:59:04",2.6,-0.2,0,2.4,1.03,18,1
"P0533",9,"16:00:26",2.4,-0.2,0,2.2,1.03,18,1
"P0533",10,"16:01:31",2.2,-0.2,0.4,2.4,1.03,18,1
"P0692",1,"16:02:28",4,-2,0,2,2.63,10,10
"P0567",1,"16:02:29",4,-0.5,0,3.5,1.03,18,5
"P1169",1,"16:02:41",4,-1,2,5,1.03,19,1
"P0533",11,"16:03:08",2.4,-0.5,0,1.9,1.03,18,1
"P0296",1,"16:03:11",4,-0.5,1,4.5,1.03,18,1
"P0692",2,"16:03:19",2,-2,7.2,7.2,2.63,10,10
"P0894",1,"16:03:22",4,-0.1,0.2,4.1,1.03,18,1
"P0634",1,"16:03:27",4,-0.2,0.3,4.1,0.53,24,2
"P0272",1,"16:03:30",4,-2,4,6,1.03,18,2
"P0567",2,"16:03:33",3.5,-1.1,1.2,3.6,0.74,24,11
"P0035",1,"16:03:35",4,-0.1,0,3.9,1.03,18,1
"P1055",1,"16:03:42",4,-0.5,1,4.5,1.03,18,1
"P1055",2,"16:03:55",4.5,-0.5,1,5,1.03,18,1
"P1055",3,"16:04:07",5,-0.5,1,5.5,1.03,18,1
"P1128",1,"16:04:48",4,-2,3,5,0.53,24,2
"P0692",3,"16:04:20",7.2,-2,0,5.2,2.63,10,10
"P1055",4,"16:04:24",5.5,-0.7,0,4.8,0.62,27,2
"P0296",2,"16:04:26",4.5,-0.5,1,5,1.03,18,1
"P0950",1,"16:04:27",4,-0.2,0,3.8,0.78,24,2
"P0567",3,"16:04:35",3.6,-0.6,0,3,0.69,24,6
"P1128",2,"16:05:06",5,-2,0,3,0.53,24,2
"P1055",5,"16:04:41",4.8,-0.5,1,5.3,1.03,18,1
"P0035",2,"16:04:43",3.9,-0.2,0,3.7,1.03,18,2
"P0950",2,"16:04:46",3.8,-0.2,0.3,3.9,0.78,24,2
"P1128",3,"16:05:18",3,-2,3,4,0.53,24,2
"P1055",6,"16:04:58",5.3,-1,0,4.3,0.53,27,2
"P0950",3,"16:05:06",3.9,-0.2,0.3,4,0.78,24,2
"P1055",7,"16:05:08",4.3,-1,1,4.3,0.53,27,2
"P0507",1,"16:05:10",4,-2,4,6,1.03,18,2
"P0543",1,"16:05:13",4,-1,2,5,1.03,18,1
"P0169",1,"16:05:20",4,-0.1,0,3.9,1.03,18,1
"P1055",8,"16:05:24",4.3,-1.5,2,4.8,0.39,31,3
"P0296",3,"16:05:32",5,-1,0,4,1.03,18,1
"P1055",9,"16:05:40",4.8,-1.5,3.5,6.8,0.69,27,3
"P0543",2,"16:05:41",5,-2,0,3,1.03,18,2
"P0697",1,"16:05:49",4,-0.6,1.2,4.6,1.03,18,2
"P1079",1,"16:05:51",4,-2,2.6,4.6,0.14,36,20
"P1055",10,"16:05:56",6.8,-1,0,5.8,0.78,24,2
"P0809",1,"16:06:01",4,-1,0,3,5.78,12,2
"P0543",3,"16:05:58",3,-2,4,5,1.03,18,2
"P0093",1,"16:06:04",4,-0.3,0.2,3.9,0.36,30,3
"P0533",12,"16:06:08",1.9,-0.5,0,1.4,1.03,18,1
"P1055",11,"16:06:11",5.8,-1.5,3.5,7.8,0.45,31,3
"P0382",1,"16:06:13",4,-0.1,0,3.9,2.03,12,1
"P0894",2,"16:06:11",4.1,-0.1,0.2,4.2,1.03,18,1
"P0543",4,"16:06:15",5,-1,0,4,2.03,12,1
"P0928",1,"16:06:21",4,-0.2,0.4,4.2,1.03,18,1
"P1055",12,"16:06:24",7.8,-1,1,7.8,1.28,18,2
"P0894",3,"16:06:25",4.2,-0.1,0.2,4.3,1.03,18,1
"P0382",2,"16:06:31",3.9,-0.2,0,3.7,1.03,18,1
"P0169",2,"16:06:30",3.9,-0.2,0.4,4.1,1.03,18,1
"P0543",5,"16:06:27",4,-2,3,5,0.53,24,2
"P1055",13,"16:06:36",7.8,-2,0,5.8,0.58,26,2
"P0296",4,"16:06:38",4,-0.5,0,3.5,1.03,18,1
"P0928",2,"16:06:45",4.2,-0.2,0.4,4.4,1.03,18,1
"P1055",14,"16:06:47",5.8,-2,0,3.8,0.58,26,2
"P0543",6,"16:06:50",5,-2,2,5,0.61,26,2
"P1079",2,"16:06:54",4.6,-0.8,0.7,4.5,0.19,36,8
"P1055",15,"16:06:58",3.8,-2,0,1.8,0.58,26,2
"P0382",3,"16:07:00",3.7,-0.1,0,3.6,2.03,12,1
"P0543",7,"16:07:04",5,-2,0,3,0.53,24,2
"P0190",1,"16:07:06",4,-0.2,0.4,4.2,1.03,18,1
"P1055",16,"16:07:09",1.8,-1,0,0.8,1.03,18,1
"P0093",2,"16:07:09",3.9,-0.6,0.9,4.2,0.53,24,6
"P0382",4,"16:07:11",3.6,-0.1,0,3.5,2.03,12,1
"P0399",1,"16:07:14",4,-0.9,0,3.1,0.51,28,3
"P0543",8,"16:07:20",3,-2,0,1,0.53,24,2
"P1055",17,"16:07:21",0.8,-0.5,0,0.3,1.03,18,1
"P0894",4,"16:07:22",4.3,-0.1,0,4.2,1.03,18,1
"P0190",2,"16:07:24",4.2,-0.2,0.4,4.4,1.03,18,1
"P0731",1,"16:07:31",4,-0.1,0,3.9,1.03,18,1
"P0399",2,"16:07:31",3.1,-0.5,0,2.6,1.03,18,1
"P1055",18,"16:07:33",0.3,-0.2,0,0.1,2.03,12,1
"P0543",9,"16:07:36",1,-1,2,2,1.03,18,1
"P0894",5,"16:07:35",4.2,-0.1,0.2,4.3,1.03,18,1
"P0340",1,"16:07:38",4,-2,2,4,0.03,36,20
"P1035",1,"16:07:38",4,-0.2,0,3.8,1.03,18,1
"P0296",5,"16:07:40",3.5,-0.5,0,3,1.03,18,1
"P0161",1,"16:07:43",4,-0.5,0,3.5,1.03,18,1
"P0731",2,"16:07:44",3.9,-0.2,0.4,4.1,1.03,18,2
"P1055",19,"16:07:44",0.1,-0.1,0,0,35.03,1,1
"P0543",10,"16:07:48",2,-2,3,3,0.53,24,2
"P0190",3,"16:07:50",4.4,-1,2,5.4,1.03,18,1
"P0894",6,"16:07:54",4.3,-0.1,0,4.2,1.03,18,1
"P0519",1,"16:07:57",4,-0.6,0.4,3.8,0.5,29,6
"P0731",3,"16:07:58",4.1,-0.1,0.2,4.2,1.03,18,1
"P0340",2,"16:07:59",4,-1,0,3,1.03,18,10
"P0161",2,"16:08:01",3.5,-1,0,2.5,1.03,18,1
"P1035",2,"16:08:01",3.8,-0.2,0.4,4,1.03,18,1
"P0190",4,"16:08:06",5.4,-1,2,6.4,1.03,18,1
"P0543",11,"16:08:07",3,-1,0,2,1.03,18,1
"P1073",1,"16:08:07",4,-0.1,0.2,4.1,1.03,18,1
"P0894",7,"16:08:07",4.2,-0.1,0,4.1,1.03,18,1
"P0706",1,"16:08:12",4,-2,0,2,1.03,18,2
"P0731",4,"16:08:10",4.2,-0.1,0,4.1,1.03,18,1
"P0093",3,"16:08:13",4.2,-0.4,0.3,4.1,0.4,30,4
"P0558",1,"16:08:19",4,-2,18,20,8.03,4,4
"P0161",3,"16:08:20",2.5,-2,4,4.5,1.03,18,2
"P0543",12,"16:08:20",2,-2,4,4,1.03,18,2
"P0894",8,"16:08:20",4.1,-0.1,0.2,4.2,1.03,18,1
"P0731",5,"16:08:22",4.1,-0.2,0.4,4.3,1.03,18,2
"P1035",3,"16:08:23",4,-0.2,0.4,4.2,1.03,18,1
"P0519",2,"16:08:24",3.8,-0.8,1.2,4.2,0.58,31,3
"P0543",13,"16:08:36",4,-2,3,5,0.53,24,2
"P1028",1,"16:08:35",4,-1.8,5.4,7.6,0.75,25,14
"P0731",6,"16:08:39",4.3,-0.1,0.2,4.4,1.03,18,1
"P0161",4,"16:08:42",4.5,-0.5,1,5,1.03,18,1
"P1035",4,"16:08:43",4.2,-0.2,0,4,1.03,18,1
"P0543",14,"16:09:03",5,-2,3,6,0.78,24,2
"P0519",3,"16:09:03",4.2,-1.2,1.8,4.8,0.41,31,6
"P0216",1,"16:09:04",4,-1.4,0,2.6,2.33,12,14
"P1035",5,"16:09:04",4,-0.2,0.4,4.2,1.03,18,1
"P0706",2,"16:09:15",2,-2,0,0,2.03,12,2
"P0093",4,"16:09:18",4.1,-0.4,0,3.7,1.03,18,4
"P0543",15,"16:09:20",6,-1,0,5,2.03,12,1
"P1035",6,"16:09:22",4.2,-0.2,0.4,4.4,1.03,18,1
"P0519",4,"16:09:26",4.8,-0.3,0,4.5,0.63,26,2
"P1035",7,"16:09:43",4.4,-0.2,0,4.2,1.03,18,1
"P0519",5,"16:09:44",4.5,-0.5,0.4,4.4,0.46,29,3
"P1073",2,"16:09:52",4.1,-0.1,0,4,1.03,18,1
"P0558",2,"16:09:59",20,-2,0,18,8.03,4,4
"P1035",8,"16:10:03",4.2,-0.2,0.4,4.4,1.03,18,1
"P0519",6,"16:10:03",4.4,-0.4,0.7,4.7,0.45,32,4
"P0161",5,"16:10:08",5,-0.5,1,5.5,1.03,18,1
"P0216",2,"16:10:15",2.6,-1.1,0,1.5,2.3,11,11
"P1035",9,"16:10:20",4.4,-0.2,0.4,4.6,1.03,18,1
"P0093",5,"16:10:24",3.7,-0.7,0,3,1.03,18,7
"P0161",6,"16:10:26",5.5,-0.5,1,6,1.03,18,1
"P1028",2,"16:10:33",7.6,-2,7.2,12.8,0.76,30,16
"P1035",10,"16:10:38",4.6,-0.2,0,4.4,1.03,18,1
"P1067",1,"16:10:45",4,-1,0,3,1.03,18,1
"P0519",7,"16:10:47",4.7,-0.7,0.6,4.6,0.36,32,4
"P0917",1,"16:10:59",4,-0.5,1,4.5,1.03,18,1
"P1073",3,"16:11:01",4,-0.1,0.2,4.1,1.03,18,1
"P0519",8,"16:11:03",4.6,-0.6,0.8,4.8,0.45,32,3
"P0558",3,"16:11:08",18,-2,0,16,8.03,4,4
"P0053",1,"16:11:08",4,-0.4,0.4,4,0.58,26,2
"P1035",11,"16:11:10",4.4,-0.2,0,4.2,1.03,18,1
"P1035",12,"16:11:24",4.2,-0.2,0,4,1.03,18,1
"P1028",3,"16:11:24",12.8,-2,7.2,18,1.68,15,20
"P0093",6,"16:11:29",3,-1.2,0.4,2.2,0.72,28,6
"P1035",13,"16:11:36",4,-0.2,0.4,4.2,1.03,18,1
"P0558",4,"16:11:39",16,-1,0,15,35.03,1,1
"P0519",9,"16:11:50",4.8,-0.8,0.8,4.8,0.44,31,4
"P1035",14,"16:11:50",4.2,-0.2,0,4,1.03,18,1
"P0917",2,"16:11:57",4.5,-0.5,0,4,1.03,18,1
"P1035",15,"16:12:02",4,-0.2,0,3.8,1.03,18,1
"P0519",10,"16:12:09",4.8,-0.4,0.4,4.8,0.58,26,2
"P0917",3,"16:12:13",4,-0.5,1,4.5,1.03,18,1
"P0053",2,"16:12:15",4,-0.6,1.2,4.6,0.53,28,3
"P1035",16,"16:12:17",3.8,-0.2,0,3.6,1.03,18,1
"P0917",4,"16:12:24",4.5,-0.5,0,4,1.03,18,1
"P0519",11,"16:12:26",4.8,-0.4,0.4,4.8,0.47,28,2
"P0388",1,"16:12:26",4,-0.9,0.6,3.7,0.25,36,3
"P1035",17,"16:12:32",3.6,-0.2,0,3.4,1.03,18,1
"P0093",7,"16:12:33",2.2,-1.4,0.6,1.4,0.58,30,4
"P0917",5,"16:12:35",4,-0.5,1,4.5,1.03,18,1
"P0860",1,"16:12:35",4,-2,14.4,16.4,3.57,9,20
"P0917",6,"16:12:45",4.5,-0.5,0,4,1.03,18,1
"P1035",18,"16:12:46",3.4,-0.2,0,3.2,1.03,18,1
"P0519",12,"16:12:49",4.8,-0.8,1.6,5.6,1.03,18,8
"P1035",19,"16:13:03",3.2,-0.2,0.2,3.2,0.03,36,2
"P0917",7,"16:13:08",4,-0.5,1,4.5,1.03,18,1
"P1035",20,"16:13:17",3.2,-0.2,0.2,3.2,0.03,36,2
"P0917",8,"16:13:19",4.5,-0.5,1,5,1.03,18,1
"P0053",3,"16:13:22",4.6,-0.4,0,4.2,0.47,28,2
"P1035",21,"16:13:28",3.2,-0.2,0.2,3.2,0.03,36,2
"P0917",9,"16:13:30",5,-0.5,0,4.5,1.03,18,1
"P0388",2,"16:13:29",3.7,-0.6,0.8,3.9,0.3,33,4
"P0093",8,"16:13:37",1.4,-1.4,0.6,0.6,0.4,35,7
"P1035",22,"16:13:39",3.2,-0.2,0.2,3.2,0.03,36,2
"P0917",10,"16:13:40",4.5,-0.5,1,5,1.03,18,1
"P0860",2,"16:13:43",16.4,-2,0,14.4,3.08,12,20
"P0917",11,"16:13:49",5,-0.5,1,5.5,1.03,18,1
"P0917",12,"16:13:59",5.5,-0.5,0,5,1.03,18,1
"P1035",23,"16:13:59",3.2,-0.4,0.4,3.2,0.03,36,4
"P0917",13,"16:14:09",5,-0.5,0,4.5,1.03,18,1
"P1035",24,"16:14:12",3.2,-0.2,0.2,3.2,0.03,36,2
"P0917",14,"16:14:20",4.5,-0.5,1,5,1.03,18,1
"P1035",25,"16:14:28",3.2,-0.2,0,3,1.03,18,1
"P0053",4,"16:14:29",4.2,-0.8,0.8,4.2,0.47,28,4
"P0917",15,"16:14:30",5,-0.5,1,5.5,1.03,18,1
"P0388",3,"16:14:36",3.9,-0.7,1.4,4.6,0.46,34,5
"P0917",16,"16:14:40",5.5,-0.5,0,5,1.03,18,1
"P0093",9,"16:14:41",0.6,-0.6,0.8,0.8,0.63,26,3
"P1035",26,"16:14:43",3,-0.2,0.2,3,0.03,36,2
"P0860",3,"16:14:50",14.4,-2,0,12.4,2.27,14,10
"P0917",17,"16:14:51",5,-0.5,1,5.5,1.03,18,1
"P1035",27,"16:15:00",3,-0.1,0,2.9,1.03,18,1
"P0917",18,"16:15:01",5.5,-0.5,1,6,1.03,18,1
"P0917",19,"16:15:11",6,-0.5,0,5.5,1.03,18,1
"P1035",28,"16:15:14",2.9,-0.1,0.2,3,1.03,18,1
"P0917",20,"16:15:20",5.5,-0.5,0,5,1.03,18,1
"P1035",29,"16:15:28",3,-0.2,0,2.8,1.03,18,1
"P0917",21,"16:15:33",5,-0.5,0,4.5,1.03,18,1
"P0053",5,"16:15:33",4.2,-0.8,1.2,4.6,0.69,26,4
"P1035",30,"16:15:45",2.8,-0.1,0,2.7,1.03,18,1
"P0093",10,"16:15:46",0.8,-0.6,0.4,0.6,0.63,26,3
"P0917",22,"16:15:47",4.5,-0.5,0,4,1.03,18,1
"P0388",4,"16:15:46",4.6,-0.6,0.8,4.8,0.34,33,5
"P1035",31,"16:15:56",2.7,-0.2,0.2,2.7,0.03,36,2
"P0860",4,"16:15:55",12.4,-2,10.8,21.2,3.75,11,16
"P1035",32,"16:16:06",2.7,-0.2,0.2,2.7,0.03,36,2
