"ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"P1035",33,"16:16:28",2.7,-0.3,0.2,2.6,0.14,36,3
"P0053",6,"16:16:37",4.6,-0.4,0.4,4.6,0.47,28,2
"P1035",34,"16:16:43",2.6,-0.2,0,2.4,1.03,18,2
"P0093",11,"16:16:49",0.6,-0.6,1.2,1.2,1.03,18,3
"P0388",5,"16:16:51",4.8,-0.6,0.3,4.5,0.47,30,5
"P0308",1,"16:14:04",4,-0.1,0,3.9,1.03,18,1
"P0860",5,"16:17:01",21.2,-2,0,19.2,2.56,13,19
"P0053",7,"16:17:42",4.6,-0.6,1.2,5.2,1.03,18,3
"P0093",12,"16:17:54",1.2,-0.2,0,1,1.03,18,1
"P0388",6,"16:17:55",4.5,-0.5,0.4,4.4,0.64,26,3
"P0860",6,"16:18:08",19.2,-2,0,17.2,3.71,11,20
"P0308",2,"16:15:29",3.9,-0.2,0,3.7,1.03,18,1
"P0388",7,"16:19:01",4.4,-0.6,1.2,5,0.58,28,3
"P0308",3,"16:16:55",3.7,-0.4,0,3.3,1.03,18,2
"P0388",8,"16:20:04",5,-0.7,0.2,4.5,0.4,30,4
"P0308",4,"16:18:07",3.3,-0.8,1.6,4.1,1.03,18,4
"P0388",9,"16:21:18",4.5,-0.6,0.6,4.5,0.47,28,3
"P0308",5,"16:19:12",4.1,-0.1,0,4,1.03,18,1
"P0388",10,"16:22:23",4.5,-0.6,0,3.9,0.47,28,3
"P0308",6,"16:20:23",4,-0.2,0.4,4.2,1.03,18,1
"P0388",11,"16:23:27",3.9,-0.7,0.3,3.5,0.37,31,4
"P0308",7,"16:21:29",4.2,-0.2,0.4,4.4,1.03,18,1
"P0388",12,"16:24:31",3.5,-0.6,0.8,3.7,0.33,32,4
"P0902",1,"16:24:58",4,-2,4,6,1.03,18,11
"P0902",2,"16:25:18",6,-2,2,6,0.03,36,2
"P0462",1,"16:25:25",4,-0.6,1.2,4.6,1.03,18,6
"P0308",8,"16:22:38",4.4,-0.2,0.4,4.6,1.03,18,1
"P0902",3,"16:25:34",6,-2,4,8,1.03,18,2
"P0551",1,"16:25:37",4,-1,1,4,0.03,36,2
"P0388",13,"16:25:42",3.7,-0.6,1.1,4.2,0.33,32,4
"P0902",4,"16:25:51",8,-2,0,6,1.03,18,2
"P0551",2,"16:25:53",4,-0.5,0,3.5,1.03,18,1
"P1167",1,"16:26:03",4,-0.5,1,4.5,1.03,18,3
"P0551",3,"16:26:07",3.5,-0.5,1,4,1.03,18,1
"P0902",5,"16:26:10",6,-1,0,5,1.03,18,1
"P0551",4,"16:26:16",4,-0.5,0,3.5,1.03,18,1
"P0286",1,"16:26:31",4,-2,4,6,1.03,18,2
"P0410",1,"16:26:36",4,-1,0,3,1.03,18,1
"P0425",1,"16:26:37",4,-2,4,6,1.03,18,2
"P0297",1,"16:26:39",4,-1,0,3,7.67,6,5
"P0308",9,"16:23:43",4.6,-0.2,0,4.4,1.03,18,1
"P0551",5,"16:26:44",3.5,-1.5,1.8,3.8,0.67,37,6
"P0433",1,"16:26:44",4,-0.1,0,3.9,1.03,18,1
"P0452",1,"16:26:53",4,-0.4,0,3.6,0.58,26,2
"P0388",14,"16:26:50",4.2,-0.6,0.6,4.2,0.33,32,4
"P0551",6,"16:27:00",3.8,-0.5,1,4.3,1.03,18,1
"P0740",1,"16:27:12",4,-0.1,0,3.9,1.03,18,1
"P0551",7,"16:27:17",4.3,-0.8,0.6,4.1,0.09,36,4
"P0278",1,"16:27:19",4,-0.5,0,3.5,1.03,18,1
"P0380",1,"16:27:40",4,-1.4,2.8,5.4,1.03,18,14
"P0740",2,"16:27:23",3.9,-0.2,0,3.7,1.03,18,2
"P0112",1,"16:27:25",4,-0.5,0,3.5,1.55,16,5
"P0551",8,"16:27:29",4.1,-0.1,0,4,35.03,1,1
"P0740",3,"16:27:34",3.7,-0.4,0,3.3,1.03,18,4
"P0551",9,"16:27:41",4,-1,2,5,1.03,18,1
"P0740",4,"16:27:46",3.3,-0.8,0,2.5,1.03,18,4
"P0433",2,"16:27:47",3.9,-1.8,1.8,3.9,0.03,36,18
"P0308",10,"16:24:51",4.4,-0.4,0,4,1.03,18,2
"P0380",2,"16:28:12",5.4,-0.2,0,5.2,2.03,12,2
"P0410",2,"16:27:56",3,-1,2,4,1.03,18,1
"P0452",2,"16:27:58",3.6,-0.4,0.4,3.6,0.58,26,2
"P0388",15,"16:27:57",4.2,-0.6,0.2,3.8,0.3,33,4
"P1166",1,"16:28:00",4,-0.7,0,3.3,5.64,9,7
"P0380",3,"16:28:27",5.2,-0.2,0.6,5.6,2.03,12,2
"P0286",2,"16:28:14",6,-2,0,4,0.58,26,2
"P1180",1,"16:28:46",4,-1,1.8,4.8,4.07,11,10
"P0622",1,"16:28:30",4,-2,3.6,5.6,1.41,16,20
"P1166",2,"16:28:29",3.3,-0.7,0,2.6,7.11,9,7
"P1076",1,"16:28:33",4,-1,3,6,2.03,12,1
"P0112",2,"16:28:35",3.5,-0.5,0,3,1.91,14,5
"P1076",2,"16:28:52",6,-1,0,5,2.03,12,1
"P0308",11,"16:25:57",4,-0.8,1.6,4.8,1.03,18,4
"P0315",1,"16:28:57",4,-1,1,4,9.53,18,2
"P1166",3,"16:29:00",2.6,-0.7,0,1.9,7.11,9,7
"P1180",2,"16:29:19",4.8,-0.8,0.6,4.6,2.09,29,8
"P0388",16,"16:29:03",3.8,-0.6,0.2,3.4,0.44,32,4
"P0855",1,"16:29:06",4,-2,4,6,1.03,18,2
"P1076",3,"16:29:11",5,-1,3,7,2.03,12,1
"P0663",1,"16:29:16",4,-2,0,2,1.03,18,2
"P0315",2,"16:29:17",4,-1,0,3,9.53,18,2
"P1180",3,"16:29:34",4.6,-0.6,0,4,11.03,3,6
"P0410",3,"16:29:17",4,-2,0,2,1.03,18,2
"P0622",2,"16:29:21",5.6,-2,0,3.6,1.41,16,20
"P1166",4,"16:29:23",1.9,-0.7,0,1.2,7.11,9,7
"P1076",4,"16:29:30",7,-1,0,6,2.03,12,1
"P0433",3,"16:29:31",3.9,-0.4,0,3.5,0.58,26,4
"P0315",3,"16:29:36",3,-1,0,2,9.53,18,2
"P0112",3,"16:29:39",3,-0.5,0,2.5,1.91,14,5
"P0236",1,"16:29:56",4,-1.4,0,2.6,3.8,8,7
"P1180",4,"16:30:02",4,-2,7.2,9.2,2.63,10,10
"P1166",5,"16:29:47",1.2,-0.7,0,0.5,7.11,9,7
"P0286",3,"16:29:47",4,-2,0,2,0.47,28,2
"P0622",3,"16:29:49",3.6,-1.8,0,1.8,1.42,16,18
"P0883",1,"16:31:28",4,-0.1,0.2,4.1,1.03,18,1
"P0308",12,"16:27:03",4.8,-0.2,0,4.6,1.03,18,1
"P0236",2,"16:30:19",2.6,-1.2,0,1.4,5.03,6,6
"P1166",6,"16:30:13",0.5,-0.5,0,0,9.83,6,5
"P0622",4,"16:30:13",1.8,-1.3,0,0.5,1.8,13,13
"P1180",5,"16:30:32",9.2,-2,0,7.2,1.1,25,10
"P0388",17,"16:30:16",3.4,-0.6,1.1,3.9,0.37,31,4
"P1180",6,"16:30:44",7.2,-0.2,0,7,35.03,1,1
"P0236",3,"16:30:47",1.4,-1.4,0,0,3.8,8,7
"P0433",4,"16:30:33",3.5,-0.4,0,3.1,1.03,18,4
"P0112",4,"16:30:44",2.5,-0.5,0.9,2.9,1.91,14,5
"P1180",7,"16:31:02",7,-2,0.6,5.6,2.27,27,10
"P0883",2,"16:32:23",4.1,-0.3,0,3.8,0.39,31,3
"P0410",4,"16:30:47",2,-2,0,0,1.03,18,2
"P0921",1,"16:30:51",4,-0.1,0.2,4.1,1.03,18,1
"P1180",8,"16:31:22",5.6,-0.6,0,5,5.03,6,6
"P0308",13,"16:28:12",4.6,-0.4,0,4.2,1.03,18,2
"P1180",9,"16:31:38",5,-0.2,0,4.8,2.03,12,1
"P0384",1,"16:31:24",4,-0.5,0,3.5,6.23,5,5
"P0388",18,"16:31:24",3.9,-0.6,0,3.3,0.34,32,4
"P0883",3,"16:33:08",3.8,-0.6,0.4,3.6,0.39,31,3
"P0433",5,"16:31:37",3.1,-0.8,0,2.3,1.03,18,8
"P1180",10,"16:32:01",4.8,-2,0.6,3.4,1.36,34,10
"P1180",11,"16:32:19",3.4,-0.4,0,3,17.03,2,2
"P0480",1,"16:32:10",4,-2,0,2,0.97,22,20
"P1180",12,"16:32:29",3,-1,2,4,1.03,18,1
"P0308",14,"16:29:17",4.2,-0.8,0,3.4,1.03,18,4
"P1180",13,"16:32:39",4,-2,4,6,1.03,18,2
"P0384",2,"16:32:27",3.5,-1,3.6,6.1,2.63,10,10
"P0388",19,"16:32:30",3.3,-0.7,0.6,3.2,0.29,33,4
"P0883",4,"16:34:12",3.6,-0.6,1.2,4.2,1.03,18,2
"P0433",6,"16:32:39",2.3,-1.3,0,1,1.03,18,4
"P1180",14,"16:33:02",6,-1,0,5,3.83,15,5
"P1180",15,"16:33:24",5,-2,9.2,12.2,1.5,26,6
"P1163",1,"16:33:12",4,-1,0,3,1.03,18,1
"P0308",15,"16:30:28",3.4,-1.6,0,1.8,1.03,18,3
"P0883",5,"16:35:03",4.2,-0.2,0,4,1.03,18,1
"P1180",16,"16:33:44",12.2,-2,7.2,17.4,2.63,10,10
"P0384",3,"16:33:30",6.1,-1.1,0,5,2.3,11,11
"P0457",1,"16:33:38",4,-0.2,0,3.8,1.03,18,1
"P0480",2,"16:33:34",2,-2,3.6,3.6,1.23,19,20
"P0388",20,"16:33:32",3.2,-0.6,0.6,3.2,0.33,32,4
"P1180",17,"16:34:04",17.4,-2,0,15.4,2.48,18,10
"P0883",6,"16:35:45",4,-0.5,0,3.5,1.03,18,1
"P1163",2,"16:34:18",3,-2,0,1,0.58,26,2
"P1180",18,"16:34:38",15.4,-1.4,1,15,4.24,21,8
"P0308",16,"16:31:32",1.8,-1.8,0,0,1.03,18,4
"P0388",21,"16:34:36",3.2,-0.6,0.6,3.2,0.11,36,4
"P1180",19,"16:34:57",15,-1,0,14,2.63,10,10
"P0480",3,"16:34:48",3.6,-2,0,1.6,1.64,16,20
"P0883",7,"16:36:26",3.5,-1,2,4.5,1.03,18,1
"P1180",20,"16:35:11",14,-2,0,12,1.03,18,2
"P1180",21,"16:35:22",12,-2,0,10,1.03,18,2
"P0122",1,"16:35:18",4,-0.1,0,3.9,1.03,18,1
"P1163",3,"16:35:33",1,-1,36,36,35.03,1,1
"P0388",22,"16:35:41",3.2,-0.6,0.8,3.4,0.28,34,4
"P1163",4,"16:36:43",36,-1,0,35,35.03,1,1
"P0633",1,"16:36:43",4,-1.7,3.4,5.7,1.23,27,9
"P0388",23,"16:36:44",3.4,-0.7,0.4,3.1,0.18,36,4
"P0633",2,"16:37:27",5.7,-1.2,1.8,6.3,1.07,29,10
"P0633",3,"16:37:48",6.3,-0.3,0,6,7.69,19,3
"P0388",24,"16:37:48",3.1,-0.6,1,3.5,0.36,30,3
"P0045",1,"16:38:52",4,-0.6,0.4,3.8,0.52,30,3
"P0388",25,"16:39:11",3.5,-0.6,0,2.9,0.36,30,3
"P0045",2,"16:39:28",3.8,-0.6,1,4.2,0.42,30,3
"P0045",3,"16:40:06",4.2,-0.6,1.4,5,0.69,24,3
"P0388",26,"16:40:20",2.9,-0.5,0,2.4,0.43,28,3
"P0045",4,"16:40:34",5,-0.4,0.8,5.4,0.47,28,2
"P0045",5,"16:40:58",5.4,-0.4,0.4,5.4,0.47,28,2
"P0388",27,"16:41:23",2.4,-0.6,0.2,2,0.33,32,4
"P0045",6,"16:41:31",5.4,-0.4,0.4,5.4,0.47,28,2
"P0045",7,"16:42:19",5.4,-0.4,1,6,0.78,24,2
"P0388",28,"16:42:26",2,-0.6,0.3,1.7,0.33,32,4
"P0388",29,"16:43:30",1.7,-1.2,1.5,2,0.15,36,3
"P0388",30,"16:44:37",2,-1.2,1.5,2.3,0.15,36,3
"P0388",31,"16:45:41",2.3,-1.3,0.6,1.6,0.15,36,4
"P0388",32,"16:46:46",1.6,-1.3,0.6,0.9,0.15,36,4
"P0388",33,"16:47:50",0.9,-0.9,0,0,0.63,28,3
"P0179",1,"16:48:56",4,-0.5,1.8,5.3,1.91,14,5
"P0870",1,"16:49:28",4,-2,0,2,1.03,18,2
"P1164",1,"16:49:17",4,-1,2,5,1.03,18,1
"P0870",2,"16:49:40",2,-2,4,4,1.03,18,2
"P1164",2,"16:49:29",5,-1,2,6,1.03,18,1
"P1164",3,"16:49:41",6,-1,2,7,1.03,18,1
"P0870",3,"16:49:56",4,-2,3,5,0.53,24,2
"P1164",4,"16:49:52",7,-1,0,6,1.03,18,1
"P0491",1,"16:50:00",4,-2,0.9,2.9,1.39,24,20
"P0679",1,"16:50:02",4,-2,2,4,0.58,26,2
"P0599",1,"16:50:06",4,-2,5,7,0.78,24,2
"P1140",1,"16:50:04",4,-0.2,0.5,4.3,0.78,24,2
"P0870",4,"16:50:21",5,-2,0,3,1.03,18,2
"P0564",1,"16:50:15",4,-0.5,0,3.5,35.03,1,5
"P0870",5,"16:50:31",3,-2,4,5,1.03,18,2
"P0923",1,"16:50:20",4,-1.5,3,5.5,1.03,18,15
"P0870",6,"16:50:42",5,-2,4,7,1.03,18,2
"P0010",1,"16:50:41",4,-2,0,2,9.53,18,2
"P0466",1,"16:50:55",4,-0.2,0,3.8,1.03,18,1
"P0010",2,"16:50:58",2,-2,0,0,0.47,28,2
"P0496",1,"16:51:02",4,-2,0,2,1.03,18,2
"P0564",2,"16:51:17",3.5,-2,0,1.5,1.03,18,4
"P0864",1,"16:51:21",4,-1,2,5,1.03,18,1
"P0864",2,"16:51:34",5,-1,0,4,1.03,18,1
"P0946",1,"16:51:44",4,-1.2,7.2,10,4.19,22,6
"P0466",2,"16:51:57",3.8,-0.4,0.8,4.2,1.03,18,2
"P0453",1,"16:52:07",4,-1,0,3,1.03,18,1
"P1106",1,"16:52:09",4,-2,1,3,4.28,36,4
"P0564",3,"16:52:19",1.5,-1.5,3,3,1.03,18,3
"P0339",1,"16:52:21",4,-0.5,1,4.5,1.03,18,1
"P0618",1,"16:52:31",4,-1,1.5,4.5,0.78,24,2
"P0946",2,"16:52:34",10,-1.4,0.4,9,2.54,25,7
"P1106",2,"16:52:33",3,-2,1,2,0.28,36,3
"P0330",1,"16:52:56",4,-2,4,6,1.03,18,2
"P0466",3,"16:53:06",4.2,-0.2,0.4,4.4,1.03,18,1
"P0453",2,"16:53:11",3,-1,2,4,1.03,18,1
"P0946",3,"16:53:14",9,-1.2,0,7.8,3.55,21,6
"P0330",2,"16:53:19",6,-0.2,0,5.8,35.03,1,1
"P0458",1,"16:53:25",4,-1,2,5,1.03,18,1
"P1137",1,"16:53:26",4,-1,0,3,17.03,2,2
"P0330",3,"16:53:31",5.8,-0.5,0,5.3,1.03,18,1
"P0679",2,"16:53:41",4,-2,0,2,0.47,28,2
"P0946",4,"16:53:44",7.8,-1.4,0,6.4,3.17,24,7
"P0330",4,"16:53:44",5.3,-1,2,6.3,1.03,18,1
"P1137",2,"16:53:58",3,-0.5,0,2.5,1.03,18,1
"P0330",5,"16:54:06",6.3,-0.3,0.6,6.6,1.03,18,2
"P0466",4,"16:54:12",4.4,-0.2,0,4.2,1.03,18,1
"P0946",5,"16:54:11",6.4,-1.4,0,5,3.17,21,7
"P1137",3,"16:54:14",2.5,-1,0,1.5,1.03,18,1
"P0330",6,"16:54:19",6.6,-1,0,5.6,1.03,18,1
"P0852",1,"16:53:50",4,-1,0,3,2.03,12,1
"P1137",4,"16:54:31",1.5,-1.5,0,0,1.03,18,2
"P0330",7,"16:54:31",5.6,-0.3,0,5.3,1.03,18,2
"P0946",6,"16:54:38",5,-1.4,0.8,4.4,2.64,21,7
"P0330",8,"16:54:42",5.3,-0.5,0,4.8,1.03,18,1
"P0946",7,"16:55:04",4.4,-1.2,0.4,3.6,4.42,20,6
"P0679",3,"16:55:03",2,-2,0,0,0.47,28,2
"P0946",8,"16:55:27",3.6,-1.4,0.4,2.6,3.72,21,7
"P0852",2,"16:55:01",3,-0.5,0,2.5,2.03,12,1
"P0946",9,"16:55:54",2.6,-1.6,0.6,1.6,2.79,26,8
"P0946",10,"16:56:23",1.6,-1.6,1.8,1.8,1.93,25,8
"P0939",1,"16:56:31",4,-0.5,0.9,4.4,1.83,23,5
"P0852",3,"16:56:10",2.5,-0.5,0,2,2.03,12,1
"P0946",11,"16:56:56",1.8,-1.8,1,1,1.56,23,5
"P0946",12,"16:57:14",1,-1,0,0,8.53,19,2
"P0939",2,"16:57:42",4.4,-0.4,0.6,4.6,0.84,26,4
"P0852",4,"16:57:20",2,-0.5,0,1.5,2.03,12,1
"P0939",3,"16:58:58",4.6,-0.6,0,4,3.03,19,6
"P0852",5,"16:58:32",1.5,-0.5,0,1,2.03,12,1
"P0631",1,"16:59:35",4,-1,0,3,2.09,13,10
"P0803",1,"17:00:27",4,-1,0,3,1.03,18,1
"P0980",1,"17:00:20",4,-1,0,3,2.54,17,10
"P0980",2,"17:02:14",3,-1,3.6,5.6,2.54,17,10
"P0724",1,"17:02:39",4,-0.1,0,3.9,1.03,18,1
"P0980",3,"17:04:00",5.6,-0.6,0,5,5.03,6,6
"P0724",2,"17:04:17",3.9,-0.1,0,3.8,1.03,18,1
"P0199",1,"17:06:55",4,-0.1,0,3.9,1.03,18,1
"P0199",2,"17:07:08",3.9,-0.1,0.2,4,1.03,18,1
"P0199",3,"17:07:30",4,-0.1,0.2,4.1,1.03,18,1
"P0199",4,"17:07:41",4.1,-0.1,0.2,4.2,1.03,18,1
"P0199",5,"17:07:57",4.2,-0.1,0.2,4.3,1.03,18,1
"P0199",6,"17:08:18",4.3,-0.1,0.2,4.4,1.03,18,1
"P0199",7,"17:08:36",4.4,-0.1,0.2,4.5,1.03,18,1
"P0199",8,"17:08:56",4.5,-0.1,0,4.4,1.03,18,1
"P0199",9,"17:09:08",4.4,-0.1,0.2,4.5,1.03,18,1
"P0491",2,"17:11:14",2.9,-2,1,1.9,9.47,25,20
"P0998",1,"17:17:56",4,-0.1,0,3.9,35.03,1,1
"P0539",1,"17:18:04",4,-1,0.4,3.4,1.34,32,5
"P0416",1,"17:18:13",4,-0.6,1.8,5.2,1.69,22,3
"P0497",1,"17:19:10",4,-0.1,0.2,4.1,1.03,18,1
"P0218",1,"17:19:19",4,-0.6,0,3.4,1.03,20,6
"P1149",1,"17:19:22",4,-0.5,0,3.5,1.03,18,1
"P0416",2,"17:19:28",5.2,-0.6,0,4.6,1.36,20,3
"P0196",1,"17:19:30",4,-0.2,0,3.8,1.03,18,1
"P0497",2,"17:19:26",4.1,-0.1,0.2,4.2,1.03,18,1
"P0628",1,"17:19:38",4,-0.1,0,3.9,1.03,18,1
"P0539",2,"17:19:34",3.4,-0.4,0.6,3.6,0.78,24,2
"P1126",1,"17:19:44",4,-0.1,0,3.9,1.03,18,1
"P0497",3,"17:19:38",4.2,-0.1,0.2,4.3,1.03,18,1
"P0497",4,"17:19:50",4.3,-0.1,0.2,4.4,1.03,18,1
"P0310",1,"17:19:57",4,-0.4,0.8,4.4,1.03,18,2
"P1126",2,"17:20:01",3.9,-0.2,3.8,7.5,9.53,18,2
"P0910",1,"17:20:04",4,-1,0,3,6.23,5,5
"P0145",1,"17:20:09",4,-1,0,3,1.03,18,1
"P0123",1,"17:20:11",4,-2,0,2,3.17,10,20
"P0497",5,"17:20:03",4.4,-0.2,0.4,4.6,1.03,18,2
"P1126",3,"17:20:18",7.5,-0.2,0,7.3,9.53,18,2
"P1078",1,"17:20:19",4,-0.1,0,3.9,1.03,18,1
"P0145",2,"17:20:20",3,-1,0,2,1.03,18,1
"P0497",6,"17:20:16",4.6,-0.2,0,4.4,1.03,18,2
"P0310",2,"17:20:22",4.4,-0.6,1.2,5,1.03,18,3
"P1149",2,"17:20:25",3.5,-1,0.4,2.9,1.78,29,4
"P1078",2,"17:20:33",3.9,-0.2,0,3.7,1.03,18,1
"P0196",2,"17:20:33",3.8,-0.1,0.2,3.9,1.03,18,1
"P0472",1,"17:20:35",4,-1,2,5,1.03,18,1
"P0497",7,"17:20:31",4.4,-0.1,0,4.3,1.03,18,1
"P0544",1,"17:20:40",4,-0.2,0,3.8,1.03,18,2
"P0359",1,"17:20:42",4,-1,0,3,6.23,5,5
"P1078",3,"17:20:49",3.7,-0.4,0.8,4.1,1.03,18,2
"P0310",3,"17:20:48",5,-0.2,0.4,5.2,1.03,18,2
"P0497",8,"17:20:43",4.3,-0.1,0.2,4.4,1.03,18,1
"P1133",1,"17:20:51",4,-1,0,3,1.03,18,1
"P0910",2,"17:20:52",3,-1,0,2,6.23,5,5
"P1145",1,"17:20:52",4,-1,2,5,1.03,18,1
"P0954",1,"17:20:49",4,-0.1,0.2,4.1,1.03,18,1
"P0853",1,"17:21:01",4,-0.2,0,3.8,1.03,18,2
"P0901",1,"17:21:05",4,-1,0,3,1.03,18,1
"P0495",1,"17:21:06",4,-1,0,3,1.03,18,1
"P0472",2,"17:21:06",5,-0.5,1,5.5,1.03,18,1
"P0310",4,"17:21:09",5.2,-0.6,1.2,5.8,1.03,18,2
"P0853",2,"17:21:16",3.8,-0.4,0,3.4,1.03,18,4
"P0901",2,"17:21:17",3,-1,2,4,1.03,18,1
"P0283",1,"17:21:20",4,-0.4,0.8,4.4,1.03,18,2
"P0495",2,"17:21:21",3,-1,0,2,1.03,18,1
"P0240",1,"17:21:33",4,-1,0,3,1.03,18,1
"P0901",3,"17:21:31",4,-1,2,5,1.03,18,1
"P1149",3,"17:21:30",2.9,-0.9,0,2,1.2,28,4
"P0310",5,"17:21:30",5.8,-1,2,6.8,1.03,18,2
"P0495",3,"17:21:33",2,-1,2,3,1.03,18,1
"P0954",2,"17:21:30",4.1,-0.1,0.2,4.2,1.03,18,1
"P0267",1,"17:21:36",4,-2,0,2,0.58,26,2
"P0853",3,"17:21:37",3.4,-0.8,0,2.6,1.03,18,8
"P1078",4,"17:21:39",4.1,-0.1,0.2,4.2,1.03,18,1
"P0240",2,"17:21:45",3,-1,0,2,1.03,18,1
"P1168",1,"17:21:40",4,-0.5,0,3.5,1.03,18,1
"P1133",2,"17:21:42",3,-0.5,0,2.5,1.03,18,1
"P0310",6,"17:21:47",6.8,-0.5,1,7.3,1.03,18,1
"P0954",3,"17:21:48",4.2,-0.2,0,4,1.03,18,1
"P0495",4,"17:21:52",3,-1,0,2,2.03,12,1
"P0267",2,"17:21:55",2,-2,4,4,1.03,18,2
"P0240",3,"17:22:02",2,-2,0,0,1.03,18,2
"P0636",1,"17:21:57",4,-0.2,0,3.8,1.03,18,1
"P0218",2,"17:21:59",3.4,-0.4,0.6,3.6,0.61,28,4
"P1145",2,"17:21:59",5,-1.1,0,3.9,0.99,19,2
"P0023",1,"17:22:01",4,-1.1,0,2.9,1.03,18,11
"P0310",7,"17:22:04",7.3,-0.5,0,6.8,1.03,18,1
"P0495",5,"17:22:06",2,-1,3,4,2.03,12,1
"P0954",4,"17:22:04",4,-0.2,0.4,4.2,1.03,18,1
"P0123",2,"17:22:10",2,-1,3.6,4.6,2.63,10,10
"P0853",4,"17:22:13",2.6,-2,0,0.6,1.03,18,4
"P0636",2,"17:22:13",3.8,-0.2,0.4,4,1.03,18,1
"P1078",5,"17:22:22",4.2,-0.1,0.2,4.3,1.03,18,1
"P0954",5,"17:22:20",4.2,-0.1,0,4.1,1.03,18,1
"P0267",3,"17:22:26",4,-1,2,5,1.03,18,1
"P0636",3,"17:22:33",4,-0.2,0,3.8,2.03,12,1
"P0954",6,"17:22:35",4.1,-0.1,0.2,4.2,1.03,18,1
"P0853",5,"17:22:39",0.6,-0.6,1.2,1.2,1.03,18,2
"P1182",1,"17:22:42",4,-0.3,0,3.7,0.69,24,2
"P1149",4,"17:22:45",2,-1,0,1,1.03,18,1
"P0495",6,"17:22:46",4,-1,3,6,2.03,12,1
"P0636",4,"17:22:47",3.8,-0.2,0,3.6,1.03,18,1
"P0310",8,"17:22:47",6.8,-0.1,0,6.7,2.03,12,1
"P0971",1,"17:22:56",4,-0.1,0,3.9,1.03,18,1
"P0853",6,"17:22:55",1.2,-1,0,0.2,1.03,18,1
"P0023",2,"17:23:05",2.9,-0.9,0,2,1.03,18,3
"P1182",2,"17:23:06",3.7,-0.4,0.4,3.7,0.03,36,2
"P0853",7,"17:23:10",0.2,-0.2,0.4,0.4,1.03,18,1
"P0636",5,"17:23:15",3.6,-0.6,0,3,1.03,18,3
"P0123",3,"17:23:17",4.6,-1,0,3.6,2.63,10,10
"P0853",8,"17:23:22",0.4,-0.4,0,0,1.03,18,2
"P1168",2,"17:23:31",3.5,-0.4,0.8,3.9,1.03,18,2
"P0636",6,"17:23:34",3,-1,0,2,1.03,18,5
"P0545",1,"17:23:37",4,-0.1,0,3.9,1.03,18,1
"P1182",3,"17:23:37",3.7,-0.7,0,3,0.7,24,2
"P1149",5,"17:23:47",1,-1,2,2,1.03,18,1
"P1082",1,"17:23:52",4,-0.4,0.6,4.2,1.65,19,4
"P1182",4,"17:23:52",3,-0.5,0,2.5,1.03,18,1
"P0971",2,"17:24:00",3.9,-0.1,0.2,4,1.03,18,1
"P0636",7,"17:23:59",2,-1,2,3,1.03,18,1
"P1182",5,"17:24:08",2.5,-0.3,0.2,2.4,1.03,24,2
"P1054",1,"17:24:12",4,-2,3.2,5.2,1.35,19,5
"P0636",8,"17:24:16",3,-1,0,2,1.03,18,1
"P0218",3,"17:24:27",3.6,-0.6,0.9,3.9,0.65,23,6
"P1182",6,"17:24:29",2.4,-0.4,0.4,2.4,0.21,36,3
"P1149",6,"17:24:52",2,-2,0,0,1.03,18,2
"P1182",7,"17:24:53",2.4,-0.4,0.4,2.4,0.58,26,2
"P1054",2,"17:24:58",5.2,-2,0,3.2,1.01,19,5
"P1182",8,"17:25:07",2.4,-0.5,0,1.9,1.03,18,1
"P0545",2,"17:25:09",3.9,-0.4,0.4,3.9,2.09,31,4
"P0971",3,"17:25:13",4,-0.1,0,3.9,1.03,18,1
"P1082",2,"17:25:12",4.2,-0.4,0.6,4.4,1.65,19,4
"P1182",9,"17:25:19",1.9,-0.2,0,1.7,1.03,18,1
"P1182",10,"17:25:41",1.7,-0.3,0,1.4,1.03,24,2
"P1182",11,"17:26:07",1.4,-0.5,1,1.9,1.03,18,1
"P0971",4,"17:26:21",3.9,-0.1,0,3.8,1.03,18,1
"P1082",3,"17:26:32",4.4,-0.3,0,4.1,2.36,19,3
"P0545",3,"17:26:34",3.9,-0.9,0.2,3.2,0.97,31,7
"P1182",12,"17:26:38",1.9,-0.7,0,1.2,1.13,24,2
"P1182",13,"17:26:56",1.2,-0.4,0,0.8,0.78,24,2
"P1031",1,"17:27:11",4,-1,2,5,1.03,18,1
"P1182",14,"17:27:12",0.8,-0.3,0.4,0.9,0.53,28,2
"P0971",5,"17:27:32",3.8,-0.1,0.2,3.9,1.03,18,1
"P1182",15,"17:27:31",0.9,-0.2,0,0.7,1.03,18,1
"P0545",4,"17:27:40",3.2,-0.2,0,3,1.03,18,1
"P0122",2,"17:27:44",3.9,-1,0,2.9,1.03,18,1
"P1082",4,"17:27:47",4.1,-0.6,0,3.5,3.19,19,6
"P1182",16,"17:27:50",0.7,-0.1,0,0.6,1.03,18,1
"P1182",17,"17:28:10",0.6,-0.2,0.2,0.6,0.53,27,2
"P1182",18,"17:28:34",0.6,-0.2,0.4,0.8,0.47,28,2
"P0971",6,"17:28:44",3.9,-0.1,0.2,4,1.03,18,1
"P1182",19,"17:28:52",0.8,-0.2,0.2,0.8,0.47,28,2
"P1182",20,"17:29:25",0.8,-0.1,0,0.7,2.03,12,1
"P1182",21,"17:29:45",0.7,-0.3,0.3,0.7,0.29,32,3
